pscore	qscore	npeaks	lpeaks	avelpeak
9.90	3.63	4	909	227.25
9.60	3.34	4	910	227.50
9.30	3.07	4	922	230.50
9.00	2.78	4	929	232.25
8.70	2.54	5	1098	219.60
8.40	2.28	5	1104	220.80
8.10	2.02	5	1229	245.80
7.80	1.78	5	1296	259.20
7.50	1.62	5	1340	268.00
7.20	1.40	5	1355	271.00
6.90	1.20	5	1418	283.60
6.60	1.08	6	1635	272.50
6.30	0.96	7	1805	257.86
6.00	0.75	10	2339	233.90
5.70	0.61	14	3213	229.50
5.40	0.61	20	4292	214.60
5.10	0.52	26	5352	205.85
4.80	0.41	84	16402	195.26
4.50	0.41	110	21866	198.78
4.20	0.37	191	37953	198.71
3.90	0.24	653	131255	201.00
3.60	0.24	1108	222033	200.39
3.30	0.24	2207	445091	201.67
3.00	0.13	7299	1527237	209.24
2.70	0.13	12198	2579198	211.44
2.40	0.07	20263	4347503	214.55
2.10	0.02	74559	17184804	230.49
1.80	0.02	127193	30238326	237.74
1.50	0.00	366368	97718978	266.72
1.20	0.00	605443	171766214	283.70
0.90	0.00	1299095	455829206	350.88
0.60	0.00	1903150	793762371	417.08
0.30	0.00	2178949	1770440990	812.52
