pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.80	74	16952	229.08
9.60	4.52	76	17669	232.49
9.30	4.24	79	18731	237.10
9.00	3.96	79	18992	240.41
8.70	3.71	84	20311	241.80
8.40	3.43	87	21059	242.06
8.10	3.17	92	22683	246.55
7.80	2.89	95	23596	248.38
7.50	2.61	104	25717	247.28
7.20	2.41	110	27213	247.39
6.90	2.16	126	30679	243.48
6.60	1.89	134	32683	243.90
6.30	1.62	142	34320	241.69
6.00	1.57	195	45410	232.87
5.70	1.32	209	48983	234.37
5.40	1.07	227	53471	235.56
5.10	0.80	231	54882	237.58
4.80	0.77	439	96612	220.07
4.50	0.77	515	112956	219.33
4.20	0.53	581	126438	217.62
3.90	0.34	2112	434387	205.68
3.60	0.34	2916	598756	205.33
3.30	0.34	3403	700170	205.75
3.00	0.20	5153	1056022	204.93
2.70	0.16	28995	6246427	215.43
2.40	0.16	38937	8424630	216.37
2.10	0.14	60276	13192655	218.87
1.80	0.01	274360	69965741	255.01
1.50	0.01	392999	101357252	257.91
1.20	0.01	551687	146523388	265.59
0.90	0.00	1692656	658004970	388.74
0.60	0.00	2185460	944139908	432.01
0.30	0.00	1136325	2536473332	2232.17
