pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.42	22	8530	387.73
9.60	4.13	23	8798	382.52
9.30	3.83	23	8802	382.70
9.00	3.71	28	11225	400.89
8.70	3.45	29	11431	394.17
8.40	3.18	32	12007	375.22
8.10	2.89	32	12060	376.88
7.80	2.69	41	15197	370.66
7.50	2.55	49	16791	342.67
7.20	2.27	50	17047	340.94
6.90	1.99	55	18034	327.89
6.60	1.74	62	19916	321.23
6.30	1.73	125	32906	263.25
6.00	1.55	142	36202	254.94
5.70	1.29	150	37837	252.25
5.40	1.04	167	41188	246.63
5.10	0.99	477	110009	230.63
4.80	0.99	585	134399	229.74
4.50	0.75	675	157361	233.13
4.20	0.50	695	162512	233.83
3.90	0.48	3597	982737	273.21
3.60	0.48	4163	1141495	274.20
3.30	0.38	5113	1406200	275.02
3.00	0.17	25197	8794798	349.04
2.70	0.17	45568	16339135	358.57
2.40	0.17	59928	21911133	365.62
2.10	0.06	68025	25146994	369.67
1.80	0.05	400081	216948885	542.26
1.50	0.05	507737	293112842	577.29
1.20	0.00	564937	337560819	597.52
0.90	0.00	927167	1583188240	1707.55
0.60	0.00	868273	1759260616	2026.16
0.30	0.00	19380	2918750529	150606.32
