pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.60	33	10006	303.21
9.60	4.32	35	10413	297.51
9.30	4.05	38	10991	289.24
9.00	3.85	42	12600	300.00
8.70	3.59	44	13354	303.50
8.40	3.33	47	14214	302.43
8.10	3.06	57	16540	290.18
7.80	2.88	60	17420	290.33
7.50	2.64	69	19362	280.61
7.20	2.38	76	21008	276.42
6.90	2.24	101	27606	273.33
6.60	2.01	116	30923	266.58
6.30	1.77	130	34264	263.57
6.00	1.53	185	47287	255.61
5.70	1.47	257	64280	250.12
5.40	1.23	305	75595	247.85
5.10	0.98	337	84466	250.64
4.80	0.95	686	168444	245.55
4.50	0.78	819	201313	245.80
4.20	0.56	992	243486	245.45
3.90	0.52	2243	549621	245.04
3.60	0.42	2872	704693	245.37
3.30	0.26	4055	991870	244.60
3.00	0.25	9717	2389798	245.94
2.70	0.18	13869	3413294	246.11
2.40	0.07	38615	9664433	250.28
2.10	0.07	63264	15917524	251.60
1.80	0.00	98277	25051774	254.91
1.50	0.00	317447	87807590	276.61
1.20	0.00	495184	142541601	287.86
0.90	0.00	1252496	444705590	355.06
0.60	0.00	1757140	706751859	402.22
0.30	0.00	2127276	1818287638	854.75
