pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.35	20	7324	366.20
9.60	4.06	20	7328	366.40
9.30	3.77	20	7341	367.05
9.00	3.65	25	9561	382.44
8.70	3.38	26	9802	377.00
8.40	3.11	28	10174	363.36
8.10	2.83	28	10206	364.50
7.80	2.66	33	12513	379.18
7.50	2.48	38	13519	355.76
7.20	2.20	40	13903	347.57
6.90	1.93	44	14749	335.20
6.60	1.68	69	20735	300.51
6.30	1.68	92	25248	274.43
6.00	1.48	103	27371	265.74
5.70	1.22	112	29844	266.46
5.40	0.98	126	32681	259.37
5.10	0.95	318	78700	247.48
4.80	0.94	409	100538	245.81
4.50	0.71	496	120801	243.55
4.20	0.45	519	127250	245.18
3.90	0.44	2559	747220	292.00
3.60	0.44	3125	910482	291.35
3.30	0.34	3951	1165480	294.98
3.00	0.14	21989	8328064	378.74
2.70	0.14	36553	14142899	386.91
2.40	0.14	50685	20086735	396.31
2.10	0.04	58603	23508334	401.15
1.80	0.03	348663	200235430	574.30
1.50	0.03	468490	288821208	616.49
1.20	0.00	693961	654483463	943.11
0.90	0.00	877711	1574389072	1793.74
0.60	0.00	806911	1790663249	2219.16
0.30	0.00	29062	2915527637	100320.96
