pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.13	15	4411	294.07
9.60	3.83	15	4438	295.87
9.30	3.55	17	5062	297.76
9.00	3.29	17	5280	310.59
8.70	3.00	17	5312	312.47
8.40	2.71	18	5834	324.11
8.10	2.44	18	6030	335.00
7.80	2.16	18	6769	376.06
7.50	1.89	19	6975	367.11
7.20	1.59	20	7738	386.90
6.90	1.42	23	8817	383.35
6.60	1.17	23	8886	386.35
6.30	0.90	23	8930	388.26
6.00	0.84	26	9916	381.38
5.70	0.65	27	10338	382.89
5.40	0.43	28	10806	385.93
5.10	0.35	45	15834	351.87
4.80	0.35	53	18190	343.21
4.50	0.20	62	21718	350.29
4.20	0.14	243	76497	314.80
3.90	0.14	375	116169	309.78
3.60	0.03	457	143718	314.48
3.30	0.02	2521	925400	367.08
3.00	0.02	4832	1808209	374.22
2.70	0.00	18453	7685443	416.49
2.40	0.00	38840	16841586	433.61
2.10	0.00	105016	53577306	510.18
1.80	0.00	222233	124203165	558.89
1.50	0.00	285443	165448194	579.62
1.20	0.00	686784	610342904	888.70
0.90	0.00	835373	1145138790	1370.81
0.60	0.00	722513	1847524438	2557.08
0.30	0.00	184765	2618252982	14170.72
