pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.00	12	4568	380.67
9.60	3.72	12	4610	384.17
9.30	3.43	12	4624	385.33
9.00	3.14	12	4629	385.75
8.70	2.85	12	4685	390.42
8.40	2.61	13	5111	393.15
8.10	2.32	14	5361	382.93
7.80	2.05	14	5464	390.29
7.50	1.82	15	5810	387.33
7.20	1.55	15	5960	397.33
6.90	1.28	15	5990	399.33
6.60	1.04	16	6685	417.81
6.30	0.93	16	6735	420.94
6.00	0.69	17	7034	413.76
5.70	0.48	19	7472	393.26
5.40	0.45	24	8926	371.92
5.10	0.37	26	9543	367.04
4.80	0.22	34	12172	358.00
4.50	0.16	90	26988	299.87
4.20	0.16	127	38727	304.94
3.90	0.08	217	68544	315.87
3.60	0.05	1064	358190	336.64
3.30	0.05	1472	508437	345.41
3.00	0.00	8279	3257223	393.43
2.70	0.00	13924	5626559	404.09
2.40	0.00	25835	10914902	422.49
2.10	0.00	91790	45775397	498.70
1.80	0.00	172992	93255223	539.07
1.50	0.00	395115	277729185	702.91
1.20	0.00	638092	543257283	851.38
0.90	0.00	813119	1183049007	1454.95
0.60	0.00	752447	1736530317	2307.84
0.30	0.00	199310	2597133572	13030.62
