pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.42	21	5460	260.00
9.60	4.15	25	6289	251.56
9.30	3.87	27	6741	249.67
9.00	3.59	27	6781	251.15
8.70	3.36	30	7756	258.53
8.40	3.09	31	8004	258.19
8.10	2.81	33	8449	256.03
7.80	2.60	35	9469	270.54
7.50	2.35	38	10049	264.45
7.20	2.07	41	10680	260.49
6.90	1.86	49	12804	261.31
6.60	1.66	59	14746	249.93
6.30	1.41	62	15441	249.05
6.00	1.17	84	20664	246.00
5.70	1.09	103	24891	241.66
5.40	0.87	119	28349	238.23
5.10	0.63	190	44092	232.06
4.80	0.63	228	53502	234.66
4.50	0.49	281	66099	235.23
4.20	0.31	554	125823	227.12
3.90	0.31	824	185950	225.67
3.60	0.22	990	222482	224.73
3.30	0.11	2751	605087	219.95
3.00	0.11	4945	1081692	218.74
2.70	0.00	14375	3200094	222.62
2.40	0.00	28104	6344571	225.75
2.10	0.00	39104	8856947	226.50
1.80	0.00	152782	37688689	246.68
1.50	0.00	223259	55925594	250.50
1.20	0.00	680882	201035007	295.26
0.90	0.00	1005363	313996931	312.32
0.60	0.00	1981838	858069671	432.97
0.30	0.00	2094407	1813350399	865.81
