pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.42	21	8029	382.33
9.60	4.13	22	8297	377.14
9.30	3.83	22	8301	377.32
9.00	3.71	27	10191	377.44
8.70	3.45	28	10397	371.32
8.40	3.18	31	10973	353.97
8.10	2.89	31	11026	355.68
7.80	2.69	41	13795	336.46
7.50	2.55	49	15389	314.06
7.20	2.27	50	15646	312.92
6.90	1.99	55	16621	302.20
6.60	1.74	61	17868	292.92
6.30	1.73	121	29906	247.16
6.00	1.55	137	32963	240.61
5.70	1.29	145	34555	238.31
5.40	1.04	160	37459	234.12
5.10	0.99	448	93995	209.81
4.80	0.99	546	113050	207.05
4.50	0.75	630	129833	206.08
4.20	0.50	649	133725	206.05
3.90	0.48	2941	597016	203.00
3.60	0.48	3390	686652	202.55
3.30	0.38	4170	842665	202.08
3.00	0.17	18678	3979342	213.05
2.70	0.17	33464	7154419	213.79
2.40	0.17	44172	9475617	214.52
2.10	0.06	50407	10832195	214.89
1.80	0.05	332847	83130623	249.76
1.50	0.05	441935	112035751	253.51
1.20	0.00	516249	132592683	256.84
0.90	0.00	2041241	804245948	394.00
0.60	0.00	2270088	943490412	415.62
0.30	0.00	528834	2850992707	5391.09
