pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.90	92	21959	238.68
9.60	4.62	95	22826	240.27
9.30	4.33	97	23515	242.42
9.00	4.04	100	24229	242.29
8.70	3.78	105	25895	246.62
8.40	3.49	108	26779	247.95
8.10	3.21	110	27520	250.18
7.80	2.92	116	28989	249.91
7.50	2.67	135	33399	247.40
7.20	2.39	138	34445	249.60
6.90	2.11	141	35621	252.63
6.60	1.83	145	36883	254.37
6.30	1.64	160	41022	256.39
6.00	1.39	169	43680	258.46
5.70	1.13	178	45861	257.65
5.40	0.89	190	49385	259.92
5.10	0.86	236	60227	255.20
4.80	0.67	261	65904	252.51
4.50	0.46	295	73634	249.61
4.20	0.35	533	120680	226.42
3.90	0.35	761	166912	219.33
3.60	0.25	1168	246459	211.01
3.30	0.13	3104	629152	202.69
3.00	0.13	6801	1379162	202.79
2.70	0.13	12029	2459512	204.47
2.40	0.00	34792	7424804	213.41
2.10	0.00	79115	17584953	222.27
1.80	0.00	134060	30537465	227.79
1.50	0.00	445753	117066519	262.63
1.20	0.00	801647	227970809	284.38
0.90	0.00	1014334	299246307	295.02
0.60	0.00	2325986	1142288085	491.10
0.30	0.00	1526540	2331242591	1527.14
