pscore	qscore	npeaks	lpeaks	avelpeak
9.90	4.77	66	15054	228.09
9.60	4.49	72	16409	227.90
9.30	4.21	76	17609	231.70
9.00	3.93	77	17922	232.75
8.70	3.67	80	18838	235.47
8.40	3.39	84	19913	237.06
8.10	3.13	87	21142	243.01
7.80	2.84	88	21757	247.24
7.50	2.62	98	24026	245.16
7.20	2.36	103	25372	246.33
6.90	2.10	114	27963	245.29
6.60	1.84	117	29120	248.89
6.30	1.57	143	34343	240.16
6.00	1.49	165	39668	240.41
5.70	1.24	180	43749	243.05
5.40	0.98	192	46725	243.36
5.10	0.71	266	61933	232.83
4.80	0.71	349	79676	228.30
4.50	0.66	410	92567	225.77
4.20	0.42	452	101609	224.80
3.90	0.26	1543	325719	211.09
3.60	0.26	2090	439834	210.45
3.30	0.26	2432	511686	210.40
3.00	0.14	3707	776102	209.36
2.70	0.09	23010	5034895	218.81
2.40	0.09	30846	6775961	219.67
2.10	0.09	47487	10545009	222.06
1.80	0.00	245078	63508627	259.14
1.50	0.00	353549	92488132	261.60
1.20	0.00	503917	135704216	269.30
0.90	0.00	1631063	642325280	393.81
0.60	0.00	2125869	930985713	437.93
0.30	0.00	1151432	2524712588	2192.67
